location,location-href,type,type-href,restaurant,restaurant-href,nextPage,nextPage-href,phone,cuisines,cost,highlights,featuredIn,rating,operationalHours,knownFor,favFood,favService,favLook,recommendedDishes
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone","Spicy Corner","https://www.zomato.com/bangalore/spicy-corner-jeevan-bhima-nagar","","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone&page=11","+91 8884829421","Street Food, Fast Food","Average ₹250 for two people (approx.)","null","null","3.6/5                                                    
                                                
                                                
                                                    120  votes                                                
												·","Today  11 AM to 11 PM","null","Paneer Manchurian,                                         
                                                                            
                                            Gobhi Manchurian,                                         
                                                                            
                                            Babycorn Manchurian","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone","Achayyan's","https://www.zomato.com/bangalore/achayyans-indiranagar","","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone&page=5","+91 9448686099","Kerala, South Indian","Average ₹350 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","3.5/5                                                    
                                                
                                                
                                                    313  votes                                                
												·","Today  12 Noon to 4 PM, 7 PM to 10:30 PM","null","Beef Fry,                                         
                                                                            
                                            Appam,                                         
                                                                            
                                            Kerala Paratha,                                         
                                                                            
                                            Beef Roast,                                         
                                                                            
                                            Crab Roast,                                         
                                                                            
                                            Kerala Biryani,                                         
                                                                            
                                            Chicken Biryani","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","New Udupi Fresh Juice Centre","https://www.zomato.com/bangalore/new-udupi-fresh-juice-centre-cv-raman-nagar","","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone&page=4","+91 8095614202","Juices, Desserts, Fast Food","Average ₹200 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor SeatingDesserts and Bakes","null","3.0/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  7 AM to 11 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants/chinese?ref_page=subzone","Tasty Stories","https://www.zomato.com/bangalore/tasty-stories-indiranagar","","https://www.zomato.com/bangalore/indiranagar-restaurants/chinese?ref_page=subzone&page=2","080 49652135","Continental, North Indian, Chinese","Average ₹550 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Table booking not available
            
    

            Outdoor SeatingWifiSmoking Area","null","3.6/5                                                    
                                                
                                                
                                                    54  votes                                                
												·","Today  9 AM to 10 PM","null","Chicken Steak,                                         
                                                                            
                                            Sabudana Vada,                                         
                                                                            
                                            Burnt Garlic Soup","Decor","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","Breadworks","https://www.zomato.com/bangalore/breadworks-indiranagar","","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone&page=2","+91 8088688821","Fast Food, Cafe","Average ₹500 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","2.6/5                                                    
                                                
                                                
                                                    Based on 45 votes                                                
												·","Today  8 AM to 10 PM","null","Cappuccino,                                         
                                                                            
                                            Croissant,                                         
                                                                            
                                            Brownie,                                         
                                                                            
                                            Chicken Sandwich","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/pocket-friendly-delivery-in-indiranagar?ref_page=subzone","Goodness! Beverages","https://www.zomato.com/bangalore/goodness-beverages-indiranagar","","https://www.zomato.com/bangalore/pocket-friendly-delivery-in-indiranagar?ref_page=subzone&page=6","+91 8042074371","Beverages","Average ₹150 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  12 Noon to 10 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-indiranagar?ref_page=subzone","Raenss Cafe","https://www.zomato.com/bangalore/raenss-cafe-indiranagar","","","080 41133234","Cafe, Fast Food, Chinese","Average ₹700 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","2.4/5                                                    
                                                
                                                
                                                    120  votes                                                
												·","Today  10 AM to 10 PM","null","Mutton Burger,                                         
                                                                            
                                            Coffee,                                         
                                                                            
                                            Omelette,                                         
                                                                            
                                            Hot Dog,                                         
                                                                            
                                            Double Choco Mocha,                                         
                                                                            
                                            Hot Chocolate,                                         
                                                                            
                                            Fish Chips","Outdoor Seating","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","Kulfi Point","https://www.zomato.com/bangalore/kulfi-point-indiranagar","","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone&page=3","+91 9916123754","Desserts","Average ₹100 for two people (approx.)","Highlights
        
            Desserts and Bakes","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  10:30 AM to 10:30 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone","Andhra Mess","https://www.zomato.com/bangalore/andhra-mess-domlur","","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone&page=13","+91 9986394213","Andhra","Average ₹250 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.2/5                                                    
                                                
                                                
                                                    17  votes                                                
												·","Today  12 Noon to 4 PM, 6 PM to 10 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","Siris Corner Ice Cream","https://www.zomato.com/bangalore/siris-corner-ice-cream-airport-road","","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone&page=4","+91 9611760046","Desserts","Average ₹200 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","3.1/5                                                    
                                                
                                                
                                                    Based on 11 votes                                                
												·","Today  10:30 AM to 11:30 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone","Inhouse Burger","https://www.zomato.com/bangalore/inhouse-burger-indiranagar","","https://www.zomato.com/bangalore/dine-out-in-indiranagar?ref_page=subzone&page=10","+91 9620368844","Fast Food","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11:30 AM to 10:30 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","Cake Walk","https://www.zomato.com/bangalore/cake-walk-indiranagar","","","080 49653270","Desserts, Bakery","Average ₹300 for two people (approx.)","Highlights
        
            Desserts and Bakes","Sweet tooth","3.8/5                                                    
                                                
                                                
                                                    412  votes                                                
												·","Today  9 AM to 10 PM","Extensive Variety of Cakes","Brownie,                                         
                                                                            
                                            Chocolate Cake,                                         
                                                                            
                                            Tiramisu,                                         
                                                                            
                                            Cupcake,                                         
                                                                            
                                            Fruit Cake,                                         
                                                                            
                                            Chocolate Truffle,                                         
                                                                            
                                            Apple Pie","Decor","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?category=11&ref_page=subzone","Bootlegger","https://www.zomato.com/bangalore/bootlegger-indiranagar","","","+91 8025200099","Continental","Average ₹1,200 for two people (approx.) with alcohol","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Outdoor SeatingNightlifeLive MusicValet Parking AvailableSmoking AreaLive Sports Screening","null","3.5/5                                                    
                                                
                                                
                                                    Based on 57 votes                                                
												·","Today  10:30 AM to 1 AM","null","Pepperoni Pizza,                                         
                                                                            
                                            Nachos,                                         
                                                                            
                                            Chilli Paneer","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?buffet=1&ref_page=subzone","The Restaurant - Coorg","https://www.zomato.com/bangalore/the-restaurant-coorg-indiranagar","","","null","South Indian","Average ₹900 for two people (approx.)","Highlights
        
            Outdoor SeatingBuffet","null","4.2/5                                                    
                                                
                                                
                                                    395  votes                                                
												·","Today  Closed","Feel at home restaurant serving traditional Coorgi food.","Caramel Custard,                                         
                                                                            
                                            Pork Curry,                                         
                                                                            
                                            Chicken Curry,                                         
                                                                            
                                            Coorgi Pandi Curry,                                         
                                                                            
                                            Chilli Pork,                                         
                                                                            
                                            Passion Fruit Juice,                                         
                                                                            
                                            Coconut Custard","Lovely Ambience,                                         
                                                                            
                                            Decor,                                         
                                                                            
                                            Rooftop Ambience","null","Akki Rotti, Coorgi Pandi Curry, Wild Mushroom Curry, Coconut Custard"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants/chinese?ref_page=subzone","Gobble Grill","https://www.zomato.com/bangalore/gobble-grill-ulsoor","","https://www.zomato.com/bangalore/indiranagar-restaurants/chinese?ref_page=subzone&page=5","+91 9901773368","Chinese","Average ₹200 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
                
         Serves Halal   
        
        
        
        
        
            
    

            Outdoor Seating","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  12 Noon to 10:30 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-indiranagar?ref_page=subzone","Workbench Projects Cafe","https://www.zomato.com/bangalore/workbench-projects-cafe-ulsoor","","https://www.zomato.com/bangalore/caf%C3%A9s-in-indiranagar?ref_page=subzone&page=2","+91 7676263834","Cafe, Continental","Average ₹650 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Smoking Area","null","2.8/5                                                    
                                                
                                                
                                                    Based on 6 votes                                                
												·","Today  9:30 AM to 8 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone","Berrylicious","https://www.zomato.com/bangalore/berrylicious-indiranagar","","https://www.zomato.com/bangalore/indiranagar-restaurants?desserts-bakes=1&ref_page=subzone&page=2","+91 8197344874","Ice Cream","Average ₹400 for two people (approx.)","Highlights
        
            Desserts and Bakes","null","2.9/5                                                    
                                                
                                                
                                                    8  votes                                                
												·","Today  11 AM to 11:30 PM","null","null","null","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/indiranagar-restaurants/chinese?ref_page=subzone","Meghana Foods","https://www.zomato.com/bangalore/meghana-foods-indiranagar","","","080 41135050","Chinese, Biryani, North Indian","Average ₹650 for two people (approx.)","Highlights
                
        
                Home Delivery","Brilliant biryanis","3.9/5                                                    
                                                
                                                
                                                    610  votes                                                
												·","Today  12 Noon to 4 PM, 7 PM to 11 PM","Spicy Chicken Biriyani","Boneless Chicken Biryani,                                         
                                                                            
                                            Tandoori Chicken,                                         
                                                                            
                                            Prawn Biryani,                                         
                                                                            
                                            Paneer Biryani,                                         
                                                                            
                                            Gobhi Manchurian,                                         
                                                                            
                                            Andhra Style Biryani,                                         
                                                                            
                                            Hyderabadi Biryani","Prompt Service","null","null"
"Indiranagar                        (412 places)","https://www.zomato.com/bangalore/indiranagar-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-indiranagar?ref_page=subzone","Costa Coffee","https://www.zomato.com/bangalore/costa-coffee-indiranagar","","","080 42274276","Cafe","Average ₹500 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","3.4/5                                                    
                                                
                                                
                                                    179  votes                                                
												·","Today  10 AM to 10 PM","null","Coffee,                                         
                                                                            
                                            Cappuccino,                                         
                                                                            
                                            Sausage Roll,                                         
                                                                            
                                            Chicken Sandwich,                                         
                                                                            
                                            Truffle,                                         
                                                                            
                                            Hot Chocolate,                                         
                                                                            
                                            Chocolate Muffin","Outdoor Seating","null","null"
