location,location-href,type,type-href,restaurant,restaurant-href,nextPage,nextPage-href,phone,cuisines,cost,highlights,featuredIn,rating,operationalHours,knownFor,favFood,favService,favLook,recommendedDishes
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone","Curry with a 'K' - St. Mark's Hotel","https://www.zomato.com/bangalore/curry-with-a-k-st-marks-hotel-st-marks-road","","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone&page=2","+91 9901911818","North Indian, Mughlai, Hyderabadi","Average ₹1,400 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Valet Parking Available","null","3.6/5                                                    
                                                
                                                
                                                    Based on 71 votes                                                
												·","Today  7 AM to 11:30 PM","null","Apple Tart,                                         
                                                                            
                                            Dhokla,                                         
                                                                            
                                            Lunch Buffet,                                         
                                                                            
                                            Aamras","Decor","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants/chinese?ref_page=subzone","Cafe @ Elanza","https://www.zomato.com/bangalore/cafe-elanza-richmond-road","","https://www.zomato.com/bangalore/brigade-road-restaurants/chinese?ref_page=subzone&page=4","+91 8861300580","Chinese, North Indian, Cafe","Average ₹1,000 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Wifi","null","3.5/5                                                    
                                                
                                                
                                                    120  votes                                                
												·","Today  7 AM to 10:30 AM, 12 Noon to 3 PM, 7 PM to 10:30 PM","null","Muffins,                                         
                                                                            
                                            Breakfast Buffet,                                         
                                                                            
                                            Omelette,                                         
                                                                            
                                            Lunch Buffet","Courteous Staff","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants?desserts-bakes=1&ref_page=subzone","Creams N Browns","https://www.zomato.com/bangalore/creams-n-browns-ulsoor","","https://www.zomato.com/bangalore/brigade-road-restaurants?desserts-bakes=1&ref_page=subzone&page=3","080 41177992","Bakery, Fast Food","Average ₹200 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  10 AM to 10:30 PM","null","null","null","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-brigade-road?ref_page=subzone","Starbucks Coffee","https://www.zomato.com/bangalore/starbucks-coffee-church-street","","","Not Available","Cafe","Average ₹800 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    

            Wifi","null","4.0/5                                                    
                                                
                                                
                                                    387  votes                                                
												·","Today  10 AM to 11:50 PM, 12 Midnight to 1 AM","Drip brewed coffee, espresso-based hot drinks and cold coffees","Java Chip Frappuccino,                                         
                                                                            
                                            Blueberry Muffin,                                         
                                                                            
                                            Caramel Frappuccino,                                         
                                                                            
                                            Cappuccino,                                         
                                                                            
                                            Greek Sandwich,                                         
                                                                            
                                            Hot Chocolate,                                         
                                                                            
                                            Cheesecake","Courteous Staff,                                         
                                                                            
                                            Prompt Service","Cozy Place","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-brigade-road?ref_page=subzone","Biryani Paradise","https://www.zomato.com/bangalore/biryani-paradise-ulsoor","","https://www.zomato.com/bangalore/dine-out-in-brigade-road?ref_page=subzone&page=17","+91 9845423190","Biryani","Average ₹100 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/pocket-friendly-delivery-in-brigade-road?ref_page=subzone","Goli Vada Pav No. 1","https://www.zomato.com/bangalore/goli-vada-pav-no-1-ulsoor","","https://www.zomato.com/bangalore/pocket-friendly-delivery-in-brigade-road?ref_page=subzone&page=4","080 41216684","Street Food","Average ₹150 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor Seating","null","2.9/5                                                    
                                                
                                                
                                                    20  votes                                                
												·","Today  10 AM to 10 PM","null","null","null","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone","Baba Da Dhaba","https://www.zomato.com/bangalore/baba-da-dhaba-residency-road","","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone&page=2","080 45128771","North Indian","Average ₹500 for two people (approx.)","Highlights
                
        
                Delivery Only
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
                Seating Not Available","Just delivery","4.1/5                                                    
                                                
                                                
                                                    153  votes                                                
												·","Today  11:30 AM to 10:30 PM","null","Dal Makhani,                                         
                                                                            
                                            Butter Chicken,                                         
                                                                            
                                            Phirni,                                         
                                                                            
                                            Mix Veg,                                         
                                                                            
                                            Jeera Rice,                                         
                                                                            
                                            Lassi,                                         
                                                                            
                                            White Chocolate Cake","null","null","Dilli Combo - Veg & Non Veg, Amritsari Combo - Veg & Non Veg"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants?desserts-bakes=1&ref_page=subzone","","","null","https://www.zomato.com/bangalore/brigade-road-restaurants?desserts-bakes=1&ref_page=subzone&page=4","","","","","","","","","","","",""
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-brigade-road?ref_page=subzone","Trinity Home Kitchen","https://www.zomato.com/bangalore/trinity-home-kitchen-ulsoor","","https://www.zomato.com/bangalore/dine-out-in-brigade-road?ref_page=subzone&page=16","+91 9343807709","Biryani, South Indian","Average ₹200 for two people (approx.)","null","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  12 Noon to 10 PM","null","null","null","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone","My Indian Oven - ITC My Fortune","https://www.zomato.com/bangalore/my-indian-oven-itc-my-fortune-richmond-road","","https://www.zomato.com/bangalore/brigade-road-restaurants/north-indian?ref_page=subzone&page=2","080 49653510","North Indian","Average ₹2,500 for two people (approx.)","Highlights
                
        
        
        
        
        
        
        
        
                Wheelchair Accessible
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Smoking Area","null","3.4/5                                                    
                                                
                                                
                                                    22  votes                                                
												·","Today  12 Noon to 3 PM, 7 PM to 11:45 PM","null","null","null","null","null"
"Brigade Road                        (124 places)","https://www.zomato.com/bangalore/brigade-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-brigade-road?ref_page=subzone","Just Bake","https://www.zomato.com/bangalore/just-bake-1-mg-road","","","+91 8970010111","Bakery","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","3.2/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  9:30 AM to 9:30 PM","Delicious and rich signature cakes.","null","null","null","null"
