location,location-href,type,type-href,restaurant,restaurant-href,nextPage,nextPage-href,phone,cuisines,cost,highlights,featuredIn,rating,operationalHours,knownFor,favFood,favService,favLook,recommendedDishes
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","South Idlis","https://www.zomato.com/bangalore/south-idlis-rajajinagar","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=5","+91 9945122044","South Indian","Average ₹150 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.2/5                                                    
                                                
                                                
                                                    Based on 10 votes                                                
												·","Today  6 AM to 10 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone","Annappa's Naati Mane","https://www.zomato.com/bangalore/annappas-naati-mane-rajajinagar","","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone&page=4","080 23134888","South Indian, Chinese","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  8:30 AM to 11:30 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone","Tibbs Frankie","https://www.zomato.com/bangalore/tibbs-frankie-1-malleshwaram","","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone&page=4","+91 9036786252","Street Food","Average ₹200 for two people (approx.)","Highlights
        
            Outdoor Seating","null","3.1/5                                                    
                                                
                                                
                                                    Based on 4 votes                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-malleshwaram?ref_page=subzone","Blue Nile Coffee Shop","https://www.zomato.com/bangalore/blue-nile-coffee-shop-seshadripuram","","","080 40609111","Cafe","Average ₹350 for two people (approx.)","null","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone","Sweet Chariot","https://www.zomato.com/bangalore/sweet-chariot-sadashiv-nagar","","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone&page=2","+91 9740501396","Desserts, Fast Food","Average ₹500 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","3.1/5                                                    
                                                
                                                
                                                    Based on 7 votes                                                
												·","Today  11 AM to 8 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone","Sanman","https://www.zomato.com/bangalore/sanman-seshadripuram","","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone&page=2","080 23562731","North Indian, South Indian, Fast Food, Street Food, Chinese","Average ₹500 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.6/5                                                    
                                                
                                                
                                                    78  votes                                                
												·","Today  7:30 AM to 10 PM","null","Filter Coffee,                                         
                                                                            
                                            Idli Vada,                                         
                                                                            
                                            Paneer Masala Dosa,                                         
                                                                            
                                            Pongal,                                         
                                                                            
                                            Gobhi Manchurian","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone","Amma's Pastries","https://www.zomato.com/bangalore/ammas-pastries-malleshwaram","","","080 23469518","Bakery","Average ₹400 for two people (approx.)","Highlights
        
            Desserts and Bakes","null","3.8/5                                                    
                                                
                                                
                                                    145  votes                                                
												·","Today  10 AM to 11 PM","Wide varieties of freshly baked cakes at a very reasonable price.","Chocolate Cake,                                         
                                                                            
                                            Donut,                                         
                                                                            
                                            Eggless Cake,                                         
                                                                            
                                            Chocolate Cheese,                                         
                                                                            
                                            Lava Cake,                                         
                                                                            
                                            Cheesecake","Courteous Staff","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone","Hotel Vaishali","https://www.zomato.com/bangalore/hotel-vaishali-malleshwaram","","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone&page=4","080 23368507","South Indian","Average ₹150 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only","null","3.2/5                                                    
                                                
                                                
                                                    Based on 19 votes                                                
												·","Today  8 AM to 10 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","Sangam Sweets","https://www.zomato.com/bangalore/sangam-sweets-seshadripuram","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=5","080 41518798","Desserts, Street Food, Mithai","Average ₹250 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.1/5                                                    
                                                
                                                
                                                    19  votes                                                
												·","Today  8 AM to 9:30 PM","Variety of sweets, especially Gujarati sweets.","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone","Umesh Dosa Point","https://www.zomato.com/bangalore/umesh-dosa-point-seshadripuram","","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone&page=6","+91 9945621414","South Indian","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","4.1/5                                                    
                                                
                                                
                                                    Based on 106 votes                                                
												·","Today  7 AM to 10 PM","null","Pudi Plain Dosa,                                         
                                                                            
                                            Podi Masala Dosa,                                         
                                                                            
                                            Kali Dosa,                                         
                                                                            
                                            Gulab Jamun,                                         
                                                                            
                                            Ghee Idli,                                         
                                                                            
                                            Onion Masala Dosa","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","The Park East 01","https://www.zomato.com/bangalore/the-park-east-01-race-course-road","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=4","080 22206777","North Indian, Chinese","Average ₹600 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.4/5                                                    
                                                
                                                
                                                    Based on 21 votes                                                
												·","Today  12:30 PM to 3:30 PM, 7 PM to 11:30 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-malleshwaram?ref_page=subzone","Big Straw","https://www.zomato.com/bangalore/big-straw-malleshwaram","","","+91 9945164425","Fast Food, Cafe","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
                Wheelchair Accessible
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor SeatingWifi","null","3.6/5                                                    
                                                
                                                
                                                    109  votes                                                
												·","Today  11 AM to 9 PM","Their amazing bubble tea","Cheese Garlic Bread,                                         
                                                                            
                                            Ice Tea,                                         
                                                                            
                                            Iced Tea,                                         
                                                                            
                                            Margerita Pizza,                                         
                                                                            
                                            Belgian Fries","Friendly Staff","Rooftop Ambience","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone","Sreeraj Lassi Bar","https://www.zomato.com/bangalore/sreeraj-lassi-bar-malleshwaram","","","+91 9663369931","Desserts, Beverages","Average ₹150 for two people (approx.)","Highlights
        
            Desserts and Bakes","null","3.3/5                                                    
                                                
                                                
                                                    Based on 15 votes                                                
												·","Today  10:30 AM to 11 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-malleshwaram?ref_page=subzone","Mumbai Streat Food","https://www.zomato.com/bangalore/mumbai-streat-food-1-malleshwaram","","","+91 9945040585","Cafe, Fast Food, Street Food","Average ₹250 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Wallet Accepted","Pocket friendly","4.1/5                                                    
                                                
                                                
                                                    293  votes                                                
												·","Today  1 PM to 10 PM","null","Pav Bhaji,                                         
                                                                            
                                            Tawa Pulao,                                         
                                                                            
                                            Vada Pav,                                         
                                                                            
                                            Panipuri,                                         
                                                                            
                                            Aloo Paratha,                                         
                                                                            
                                            Jumbo Sandwich,                                         
                                                                            
                                            Butter Dabeli","Friendly Staff,                                         
                                                                            
                                            Friendly Service,                                         
                                                                            
                                            Prompt Service","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","Hotel Annapoorna","https://www.zomato.com/bangalore/hotel-annapoorna-yeshwantpur","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=6","+91 9066886858","Andhra, Indian, North Indian, Chinese","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11:30 AM to 4 PM, 6:30 PM to 11 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","Goli Vada Pav No. 1","https://www.zomato.com/bangalore/goli-vada-pav-no-1-1-rajajinagar","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=5","+91 9916924209","Street Food","Average ₹150 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.2/5                                                    
                                                
                                                
                                                    Based on 23 votes                                                
												·","Today  10 AM to 10 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","Currylicious","https://www.zomato.com/bangalore/currylicious-malleshwaram","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=3","080 22682237","South Indian","Average ₹800 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.0/5                                                    
                                                
                                                
                                                    Based on 8 votes                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone","Khud's Mughlai Family Restaurant","https://www.zomato.com/bangalore/khuds-mughlai-family-restaurant-rajajinagar","","https://www.zomato.com/bangalore/delivery-in-malleshwaram?ref_page=subzone&page=5","+91 8105069997","Mughlai, Chinese","Average ₹450 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.1/5                                                    
                                                
                                                
                                                    11  votes                                                
												·","Today  12:30 PM to 11:30 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone","Hotel Nalapaka","https://www.zomato.com/bangalore/hotel-nalapaka-rajajinagar","","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone&page=7","080 23523108","South Indian","Average ₹400 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","4.0/5                                                    
                                                
                                                
                                                    Based on 352 votes                                                
												·","Today  7 AM to 4 PM, 5 PM to 10:30 PM","null","Benne Dosa,                                         
                                                                            
                                            Jowar Roti,                                         
                                                                            
                                            Brinjal Curry,                                         
                                                                            
                                            Breakfast,                                         
                                                                            
                                            Masala Dosa,                                         
                                                                            
                                            Jolada Rotti,                                         
                                                                            
                                            Buttermilk","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone","Kamadhenu Food Corner","https://www.zomato.com/bangalore/kamadhenu-food-corner-seshadripuram","","https://www.zomato.com/bangalore/dine-out-in-malleshwaram?ref_page=subzone&page=7","+91 9731410990","South Indian","Average ₹200 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  7 AM to 9 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone","Sri Shakti Sweets","https://www.zomato.com/bangalore/sri-shakti-sweets-bangalore","","https://www.zomato.com/bangalore/malleshwaram-restaurants?desserts-bakes=1&ref_page=subzone&page=2","080 23121869","Desserts, Street Food","Average ₹150 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  8 AM to 10 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone","Aramane Restaurant","https://www.zomato.com/bangalore/aramane-restaurant-rajajinagar","","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone&page=3","+91 9986626663","South Indian, Chinese, Fast Food","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.0/5                                                    
                                                
                                                
                                                    Based on 47 votes                                                
												·","Today  7 AM to 10 PM","null","Sweet Corn Soup,                                         
                                                                            
                                            Paneer Tikka Masala","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants/north-indian?ref_page=subzone","Sattvam","https://www.zomato.com/bangalore/sattvam-sadashiv-nagar","","https://www.zomato.com/bangalore/malleshwaram-restaurants/north-indian?ref_page=subzone&page=2","080 23608000","North Indian, South Indian","Average ₹1,500 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only","Great buffets","4.2/5                                                    
                                                
                                                
                                                    1461  votes                                                
												·","Today  12 Noon to 3 PM, 7 PM to 11 PM","Their vegetarian buffets.","Pongal,                                         
                                                                            
                                            Aamras,                                         
                                                                            
                                            Chocolate Fountain,                                         
                                                                            
                                            Lauki Ka Halwa,                                         
                                                                            
                                            Kheer,                                         
                                                                            
                                            Chocolate Cake,                                         
                                                                            
                                            Rabri","Courteous Staff,                                         
                                                                            
                                            Friendly Staff,                                         
                                                                            
                                            Prompt Service","Decor,                                         
                                                                            
                                            Soothing Ambience,                                         
                                                                            
                                            Instrumental Music","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-malleshwaram?ref_page=subzone","Udupi Grand Cafe","https://www.zomato.com/bangalore/udupi-grand-cafe-rajajinagar","","","+91 9686903603","Cafe, Chinese","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  Closed","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone","Nimma Mane","https://www.zomato.com/bangalore/nimma-mane-seshadripuram","","https://www.zomato.com/bangalore/malleshwaram-restaurants/chinese?ref_page=subzone&page=3","+91 9886747789","Biryani, Chinese","Average ₹350 for two people (approx.)","Highlights
        
            Outdoor Seating","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11:30 AM to 4 PM","null","null","null","null","null"
"Malleshwaram                        (215 places)","https://www.zomato.com/bangalore/malleshwaram-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-malleshwaram?ref_page=subzone","Aubree","https://www.zomato.com/bangalore/aubree-sadashiv-nagar","","","080 49653018","Cafe, Bakery","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Desserts and Bakes","Sweet tooth","4.1/5                                                    
                                                
                                                
                                                    305  votes                                                
												·","Today  9 AM to 11 PM","null","Apple Pie,                                         
                                                                            
                                            Hazelnut Chocolate,                                         
                                                                            
                                            Red Velvet Cake,                                         
                                                                            
                                            White Forest Cake,                                         
                                                                            
                                            Chocolate Truffle,                                         
                                                                            
                                            Cheesecake,                                         
                                                                            
                                            Chocolate Cake","Friendly Staff","null","null"
