location,location-href,type,type-href,restaurant,restaurant-href,nextPage,nextPage-href,phone,cuisines,cost,highlights,featuredIn,rating,operationalHours,knownFor,favFood,favService,favLook,recommendedDishes
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone","Bunker Cafe","https://www.zomato.com/bangalore/bunker-cafe-sarjapur-road","","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone&page=4","+91 9972422950","North Indian, South Indian","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast","null","3.1/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  7 AM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Master's Chef","https://www.zomato.com/bangalore/masters-chef-sarjapur-road","","","+91 7829727586","North Indian, Chinese","Average ₹550 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","2.9/5                                                    
                                                
                                                
                                                    85  votes                                                
												·","Today  12 Noon to 3:30 PM, 6:30 PM to 11 PM","null","Malai Kofta,                                         
                                                                            
                                            Dal Makhani,                                         
                                                                            
                                            Spring Roll,                                         
                                                                            
                                            Dragon Chicken,                                         
                                                                            
                                            Lemon Chicken,                                         
                                                                            
                                            Tawa Mutton,                                         
                                                                            
                                            Paneer Butter Masala","Service
                                
                                                                            
                                                                            
                                                                            
                                                                            
                                                                            
                                                                    
                                
                                                                            
                                            Prompt Service","null","Chuja Sahi Kabab"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/sarjapur-road-restaurants?buffet=1&ref_page=subzone","Village - The Soul of India","https://www.zomato.com/bangalore/village-the-soul-of-india-sarjapur-road","","","080 41678382","North Indian, Lucknowi, Gujarati, Maharashtrian, South Indian, Bengali","Average ₹1,100 for two people (approx.)","Highlights
                
        
        
        
        
        
        
        
        
                Wheelchair Accessible
        
            
    
        
        
        
        
                                Serves Non Veg
                    
        
        
        
        
        
            
    

            Buffet","null","3.7/5                                                    
                                                
                                                
                                                    824  votes                                                
												·","Today  12:30 PM to 3 PM, 7:30 PM to 11 PM","Their village like ambiance","Mutton Curry,                                         
                                                                            
                                            Papdi Chaat,                                         
                                                                            
                                            Jalebi,                                         
                                                                            
                                            Chicken Curry,                                         
                                                                            
                                            Gulab Jamun,                                         
                                                                            
                                            Chicken Biryani,                                         
                                                                            
                                            Jal-jeera","Service
                                
                                                                            
                                                                            
                                                                            
                                                                            
                                                                            
                                                                    
                                
                                                                            
                                            Friendly Staff","Look & Feel
                                
                                                                            
                                                                            
                                                                            
                                                                            
                                                                            
                                                                    
                                
                                                                            
                                            Decor,                                         
                                                                            
                                            Village Theme,                                         
                                                                            
                                            Dance Floor","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Shanghai Bistro","https://www.zomato.com/bangalore/shanghai-bistro-sarjapur-road","","","080 49652429","Chinese, Thai, Vietnamese","Average ₹800 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.8/5                                                    
                                                
                                                
                                                    Based on 96 votes                                                
												·","Today  12:30 PM to 3:30 PM, 7 PM to 11 PM","null","Dim Sum,                                         
                                                                            
                                            Chicken Momos,                                         
                                                                            
                                            Jasmine Tea,                                         
                                                                            
                                            Chicken Manchurian,                                         
                                                                            
                                            Chop Suey,                                         
                                                                            
                                            Manchow Soup,                                         
                                                                            
                                            Crispy Noodle","Look & Feel
                                
                                                                            
                                                                            
                                                                            
                                                                            
                                                                            
                                                                    
                                
                                                                            
                                            Decor","null","Thai Green Curry"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-sarjapur-road?ref_page=subzone","Au Bon Pain","https://www.zomato.com/bangalore/au-bon-pain-1-sarjapur-road","","","080 64511416","Cafe, Bakery","Average ₹600 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    

            Outdoor SeatingDesserts and Bakes","null","3.1/5                                                    
                                                
                                                
                                                    8  votes                                                
												·","Today  9 AM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Ruchi Garden","https://www.zomato.com/bangalore/ruchi-garden-sarjapur-road","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=5","+91 8549999978","North Indian, Andhra, Chinese","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11:30 AM to 4 PM, 6:30 PM to 10:30 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Spice Garden by Dum Mast Biryani","https://www.zomato.com/bangalore/spice-garden-by-dum-mast-biryani-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=2","080 41509073","North Indian, South Indian, Biryani, Continental, Chinese","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.0/5                                                    
                                                
                                                
                                                    12  votes                                                
												·","Today  12 Noon to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone","Nandi Cafe","https://www.zomato.com/bangalore/nandi-cafe-sarjapur-road","","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone&page=5","Not Available","South Indian, Chinese, North Indian","Average ₹400 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor Seating","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  7 AM to 10:30 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","B.M.W (Bhookh Mitaane Wala)","https://www.zomato.com/bangalore/b-m-w-bhookh-mitaane-wala-hsr","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=3","+91 9483807812","North Indian, South Indian, Chinese","Average ₹500 for two people (approx.)","Highlights
                
        
                Delivery Only
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
                Seating Not Available","null","3.6/5                                                    
                                                
                                                
                                                    Based on 33 votes                                                
												·","Today  9 PM to 5 AM","null","Butter Chicken,                                         
                                                                            
                                            Paneer Malai Tikka Roll,                                         
                                                                            
                                            Aloo Paratha,                                         
                                                                            
                                            Honey Chilli Potato","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone","Palki Grand Multi Cuisine","https://www.zomato.com/bangalore/palki-grand-multi-cuisine-bellandur","","https://www.zomato.com/bangalore/dine-out-in-sarjapur-road?ref_page=subzone&page=8","080 40946063","North Indian, Chinese, Biryani, Mangalorean","Average ₹500 for two people (approx.)","null","null","2.7/5                                                    
                                                
                                                
                                                    Based on 12 votes                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Diringo","https://www.zomato.com/bangalore/diringo-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=9","+91 9611223311","North Indian, Italian, Thai","Average ₹500 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  9 AM to 9 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Madurai Idly Shop","https://www.zomato.com/bangalore/madurai-idly-shop-sarjapur-road","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=2","+91 9743413742","South Indian","Average ₹200 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor Seating","null","2.5/5                                                    
                                                
                                                
                                                    Based on 63 votes                                                
												·","Today  6:30 AM to 11 PM","null","Pongal,                                         
                                                                            
                                            Mini Idli,                                         
                                                                            
                                            Onion Dosa,                                         
                                                                            
                                            Filter Coffee,                                         
                                                                            
                                            Onion Uttapam","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Abbabi Chicken","https://www.zomato.com/bangalore/abbabi-chicken-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=7","+91 8884802444","Fast Food","Average ₹200 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","3.4/5                                                    
                                                
                                                
                                                    Based on 91 votes                                                
												·","Today  10 AM to 10:30 PM","null","Shawarma Roll,                                         
                                                                            
                                            Chicken Roll,                                         
                                                                            
                                            Abbabi Chicken,                                         
                                                                            
                                            Chicken Burger,                                         
                                                                            
                                            Chicken Shawarama","null","null","Shawarma"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Vandana Andhra and Multi Cuisine","https://www.zomato.com/bangalore/vandana-andhra-and-multi-cuisine-sarjapur-road","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=4","080 49652765","North Indian, Andhra","Average ₹900 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Private Dining Area AvailableKid Friendly","null","3.6/5                                                    
                                                
                                                
                                                    43  votes                                                
												·","Today  12 Noon to 4 PM, 7 PM to 11 PM","null","Andhra Meal,                                         
                                                                            
                                            Chicken Biryani,                                         
                                                                            
                                            Fish Fry","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-sarjapur-road?ref_page=subzone","Light House Cafe","https://www.zomato.com/bangalore/light-house-cafe-marathahalli","","","+91 9741033890","Cafe","Average ₹500 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.3/5                                                    
                                                
                                                
                                                    13  votes                                                
												·","Today  10 AM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Grub Spot","https://www.zomato.com/bangalore/grub-spot-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=7","+91 9742336972","North Indian, Chinese","Average ₹500 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.4/5                                                    
                                                
                                                
                                                    59  votes                                                
												·","Today  Closed","null","Veg Biryani,                                         
                                                                            
                                            Kulcha,                                         
                                                                            
                                            Chilli Chicken,                                         
                                                                            
                                            Palak Paneer","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Aapni Rasoi","https://www.zomato.com/bangalore/aapni-rasoi-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=2","+91 7829900050","North Indian","Average ₹500 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.2/5                                                    
                                                
                                                
                                                    16  votes                                                
												·","Today  11:30 AM to 4 PM, 6:30 PM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","La Pizzaria","https://www.zomato.com/bangalore/la-pizzaria-sarjapur-road","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=5","080 42172469","Italian","Average ₹1,100 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Eden Huts Restaurant","https://www.zomato.com/bangalore/eden-huts-restaurant-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=7","080 65957659","Chinese, North Indian","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","3.2/5                                                    
                                                
                                                
                                                    Based on 121 votes                                                
												·","Today  12 Noon to 11 PM","null","Ghee Rice,                                         
                                                                            
                                            Jeera Rice,                                         
                                                                            
                                            Pepper Chicken,                                         
                                                                            
                                            Tandoori Chicken,                                         
                                                                            
                                            Masala Papad,                                         
                                                                            
                                            Sweet Lassi,                                         
                                                                            
                                            Fish Kebab","Service
                                
                                                                            
                                                                            
                                                                            
                                                                            
                                                                            
                                                                    
                                
                                                                            
                                            Prompt Service","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","The Rasaganga","https://www.zomato.com/bangalore/the-rasaganga-sarjapur-road","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=5","+91 7259555512","South Indian, North Indian, Chinese, Street Food","Average ₹550 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.0/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  7 AM to 10:30 PM","null","null","null","null","null"
"Sarjapur Road                        (208 places)","https://www.zomato.com/bangalore/sarjapur-road-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone","Hyderabad Biryaani Palace","https://www.zomato.com/bangalore/hyderabad-biryaani-palace-bellandur","","https://www.zomato.com/bangalore/delivery-in-sarjapur-road?ref_page=subzone&page=3","080 65390999","Chinese, South Indian, North Indian, Biryani","Average ₹700 for two people (approx.)","Highlights
                
        
                Home Delivery","null","2.7/5                                                    
                                                
                                                
                                                    Based on 13 votes                                                
												·","Today  11:30 AM to 4:30 PM, 6:30 PM to 10:30 PM","null","null","null","null","null"
