location,location-href,type,type-href,restaurant,restaurant-href,nextPage,nextPage-href,phone,cuisines,cost,highlights,featuredIn,rating,operationalHours,knownFor,favFood,favService,favLook,recommendedDishes
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone","Srinagar Kabab Corner","https://www.zomato.com/bangalore/srinagar-kabab-corner-banashankari","","","+91 8951434762","North Indian","Average ₹250 for two people (approx.)","null","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-banashankari?ref_page=subzone","San Churro Cafe","https://www.zomato.com/SanchurroBangalore","","","+91 9663487993","Desserts, Fast Food, Cafe","Average ₹750 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","3.6/5                                                    
                                                
                                                
                                                    545  votes                                                
												·","Today  9 AM to 11 PM","Everything to do with chocolate especially Churros.","Churros,                                         
                                                                            
                                            Nachos,                                         
                                                                            
                                            Hot Chocolate,                                         
                                                                            
                                            Pink Sauce Pasta,                                         
                                                                            
                                            Churro,                                         
                                                                            
                                            Supreme Veg Pizza,                                         
                                                                            
                                            Coffee","Friendly Staff","Decor,                                         
                                                                            
                                            Cozy,                                         
                                                                            
                                            Cosy Ambience","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/drinks-and-nightlife-in-banashankari?ref_page=subzone","Vi Ra's Bar and Restaurant","https://www.zomato.com/bangalore/vi-ras-bar-and-restaurant-banashankari","","","+91 9845063930","South Indian, North Indian, Chinese","Average ₹800 for two people (approx.) with alcohol","Highlights
                
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Nightlife","null","3.2/5                                                    
                                                
                                                
                                                    37  votes                                                
												·","Today  11 AM to 11 PM","null","Chilli Chicken","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-banashankari?ref_page=subzone","Chumma Delicious","https://www.zomato.com/bangalore/chumma-delicious-banashankari","","https://www.zomato.com/bangalore/dine-out-in-banashankari?ref_page=subzone&page=6","+91 9341262402","South Indian, Fast Food","Average ₹200 for two people (approx.)","Highlights
                
                Breakfast","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  6 AM to 10:30 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/dine-out-in-banashankari?ref_page=subzone","SLV Refreshment","https://www.zomato.com/bangalore/slv-refreshment-banashankari","","https://www.zomato.com/bangalore/dine-out-in-banashankari?ref_page=subzone&page=2","Not Available","South Indian","Average ₹100 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only","null","3.7/5                                                    
                                                
                                                
                                                    50  votes                                                
												·","Today  6 AM to 12 Noon, 4 PM to 8:30 PM","null","Coffee,                                         
                                                                            
                                            Khara Bhath,                                         
                                                                            
                                            Idli Vada,                                         
                                                                            
                                            Kesari Bhaat","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-banashankari?ref_page=subzone","My Tea House","https://www.zomato.com/bangalore/my-tea-house-1-banashankari","","","080 65975430","Italian, Fast Food, Cafe, European","Average ₹600 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Live Sports Screening","null","2.8/5                                                    
                                                
                                                
                                                    32  votes                                                
												·","Today  11 AM to 10:45 PM","null","Fries","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Swadesh Tadka","https://www.zomato.com/bangalore/swadesh-tadka-1-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=3","080 42151252","North Indian, Chinese","Average ₹600 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Smoking AreaWifi","null","3.3/5                                                    
                                                
                                                
                                                    Based on 114 votes                                                
												·","Today  12 Noon to 4 PM, 7 PM to 10:30 PM","null","Gulab Jamun,                                         
                                                                            
                                            Masala Papad,                                         
                                                                            
                                            Kadhai Veg,                                         
                                                                            
                                            Clear Soup,                                         
                                                                            
                                            Hara Bhara Kebab,                                         
                                                                            
                                            Jal-jeera,                                         
                                                                            
                                            Stuffed Paratha","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone","Hotel Nisarga","https://www.zomato.com/bangalore/hotel-nisarga-banashankari","","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone&page=3","+91 9964592723","North Indian, South Indian","Average ₹250 for two people (approx.)","null","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 4 PM, 7 PM to 11 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-banashankari?ref_page=subzone","North Chatpata Cafe","https://www.zomato.com/bangalore/north-chatpata-cafe-banashankari","","","+91 9686677316","Cafe, North Indian","Average ₹300 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
                Takeaway Only
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
                Seating Not Available","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 10 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Shringar Sweets & Snacks","https://www.zomato.com/bangalore/shringar-sweets-snacks-basavanagudi","","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone&page=2","080 26579967","Street Food","Average ₹200 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Self ServiceDesserts and Bakes","null","3.1/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  10 AM to 10 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Cake Bite","https://www.zomato.com/bangalore/cake-bite-banashankari","","","080 26720779","Bakery","Average ₹300 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
                Seating Not Available
        
        
        
            
    

            Desserts and Bakes","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  6:30 AM to 10:30 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","J Spice","https://www.zomato.com/bangalore/j-spice-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=3","+91 8026739252","North Indian, Chinese","Average ₹750 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Valet Parking Available","null","3.5/5                                                    
                                                
                                                
                                                    38  votes                                                
												·","Today  11 AM to 3 PM, 7 PM to 11 PM","null","Stuffed Mushroom,                                         
                                                                            
                                            Chicken Biryani,                                         
                                                                            
                                            Beer,                                         
                                                                            
                                            Fish Curry,                                         
                                                                            
                                            Jal-jeera","Courteous Staff","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone","AFC - Amrutha Food Corner","https://www.zomato.com/bangalore/afc-amrutha-food-corner-basavanagudi","","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone&page=4","+91 9743074549","South Indian, North Indian, Chinese","Average ₹200 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    

            Self Service","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  6:30 AM to 10 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/drinks-and-nightlife-in-banashankari?ref_page=subzone","Jcubez","https://www.zomato.com/bangalore/jcubez-banashankari","","","+91 8746006497","Finger Food","Average ₹1,400 for two people (approx.) with alcohol","Highlights
                
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            WifiNightlifeSmoking Area","null","3.4/5                                                    
                                                
                                                
                                                    567  votes                                                
												·","Today  11 AM to 11 PM","null","Beer,                                         
                                                                            
                                            Chilli Chicken,                                         
                                                                            
                                            Chicken Wings","Friendly Staff","Dj,                                         
                                                                            
                                            Cozy Place,                                         
                                                                            
                                            Decor","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Just Bake","https://www.zomato.com/justbakekatriguppe","","","+91 8970010111","Bakery","Average ₹400 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","2.7/5                                                    
                                                
                                                
                                                    Based on 30 votes                                                
												·","Today  10:30 AM to 11 PM","Delicious and rich signature cakes.","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants/north-indian?ref_page=subzone","Mumma's Day Out","https://www.zomato.com/bangalore/mummas-day-out-banashankari","","","+91 9036271000","North Indian","Average ₹400 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Outdoor Seating","null","3.8/5                                                    
                                                
                                                
                                                    56  votes                                                
												·","Today  8:30 AM to 10 PM","null","Poha,                                         
                                                                            
                                            Buttermilk,                                         
                                                                            
                                            Cheese Maggi","Prompt Service","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Navi Super Cakes","https://www.zomato.com/bangalore/navi-super-cakes-banashankari","","","080 26715153","Bakery","Average ₹200 for two people (approx.)","Highlights
        
            Outdoor SeatingDesserts and Bakes","null","3.0/5                                                    
                                                
                                                
                                                    Based on 5 votes                                                
												·","Today  11 AM to 9:30 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/caf%C3%A9s-in-banashankari?ref_page=subzone","Hot Teas","https://www.zomato.com/bangalore/hot-teas-banashankari","","","+91 8277369336","Cafe, Burger","Average ₹300 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  10 AM to 9 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","RS Shiv Sagar","https://www.zomato.com/bangalore/rs-shiv-sagar-basavanagudi","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=5","080 26604686","North Indian, Chinese, South Indian, Mexican, Fast Food","Average ₹500 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Serves Jain Food","null","3.4/5                                                    
                                                
                                                
                                                    131  votes                                                
												·","Today  7:30 AM to 10:30 PM","null","Brownie,                                         
                                                                            
                                            Paneer Butter Masala,                                         
                                                                            
                                            Masala Papad,                                         
                                                                            
                                            Gobhi Manchurian,                                         
                                                                            
                                            Fried Rice,                                         
                                                                            
                                            Babycorn Manchurian,                                         
                                                                            
                                            Paneer Manchurian","Decor","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Just Bake","https://www.zomato.com/justbakehanumanthnagar","","","+91 8970010111","Bakery","Average ₹400 for two people (approx.)","Highlights
                
                Breakfast
        
        
        
        
        
        
        
        
        
            
    
        
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","2.9/5                                                    
                                                
                                                
                                                    Based on 15 votes                                                
												·","Today  9:30 AM to 10 PM","Delicious and rich signature cakes.","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Swathi Cool Point","https://www.zomato.com/bangalore/swathi-cool-point-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=5","+91 9480356851","North Indian, Beverages","Average ₹200 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    

            Outdoor Seating","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  8:30 AM to 10:30 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Waffle-A-Go Go","https://www.zomato.com/bangalore/waffle-a-go-go-banashankari","","","+91 9900281611","Fast Food, Desserts, Ice Cream","Average ₹400 for two people (approx.)","Highlights
        
            Desserts and Bakes","null","3.6/5                                                    
                                                
                                                
                                                    27  votes                                                
												·","Today  4:30 PM to 10:30 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Jalsa","https://www.zomato.com/bangalore/jalsa-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=2","080 49652468","North Indian, Mughlai, Chinese","Average ₹800 for two people (approx.)","Highlights
                
        
                Home Delivery
        
        
        
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
                Wheelchair Accessible
        
            
    
        
        
        
        
                                Serves Non Veg
                    
        
        
        
        
        
            
    
        
        
        
        
        
        
        
        
        
        
                Full Bar Available
            
    

            Outdoor SeatingSmoking AreaValet Parking AvailableLive Sports Screening","null","3.6/5                                                    
                                                
                                                
                                                    381  votes                                                
												·","Today  12 Noon to 3:30 PM, 7 PM to 11 PM","their ambience set in the princely times of the Mughals","Kalmi Kebab,                                         
                                                                            
                                            Paneer Lajawab,                                         
                                                                            
                                            Masala Papad,                                         
                                                                            
                                            Lunch Buffet,                                         
                                                                            
                                            Paneer Subzi,                                         
                                                                            
                                            Dal Makhani,                                         
                                                                            
                                            Mango Ice Cream","Courteous Staff","Decor,                                         
                                                                            
                                            Rooftop Ambience,                                         
                                                                            
                                            Romantic Dinner","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Mane Biriyani","https://www.zomato.com/bangalore/mane-biriyani-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=2","+91 9483198125","Biryani","Average ₹300 for two people (approx.)","Highlights
                
        
                Home Delivery","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  11 AM to 11 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone","Kotian Karavali Restaurant","https://www.zomato.com/bangalore/kotian-karavali-restaurant-banashankari","","https://www.zomato.com/bangalore/delivery-in-banashankari?ref_page=subzone&page=4","+91 9731322828","South Indian","Average ₹300 for two people (approx.)","Highlights
                
        
                Home Delivery","null","3.1/5                                                    
                                                
                                                
                                                    7  votes                                                
												·","Today  12:30 PM to 4:30 PM, 6 PM to 11 PM","null","null","null","null","null"
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","","","null","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone&page=2","","","","","","","","","","","",""
"Banashankari                        (239 places)","https://www.zomato.com/bangalore/banashankari-restaurants","See more ›","https://www.zomato.com/bangalore/banashankari-restaurants?desserts-bakes=1&ref_page=subzone","Spoon Mee","https://www.zomato.com/bangalore/spoon-mee-banashankari","","","+91 9900171718","Ice Cream, Burger","Average ₹250 for two people (approx.)","Highlights
                
        
        
        
                Vegetarian Only
        
        
        
        
        
        
            
    

            Desserts and Bakes","null","-                                                    
                                                
                                                
                                                    Not enough votes yet                                                
												·","Today  10 AM to 10 PM","null","null","null","null","null"
